Job Title,Company Name,Exp,Location,Skills,Functional Areas,rating,Vacancy,Employment Type,companyId
Development - MOBILE APPLICATION,NJ India Invest Private Limited,1-4 years,Surat,",Android,Technical documentation",,3.9,,,4864
 TC Global - Consultant - Learning & Development (5-9 yrs),TCGlobal India Pvt Ltd,5-9 years,NJ India Invest,",Learning and Development,HR Consulting,Training and Development",,3.9,,,4865
Model Development Role - Banking Domain - Consulting Firm (1-8 yrs),Gi Group,1-8 years,Gi Group,",Analytics,SAS,Statistics,IFRS,Basel,CCAR",Software/Testing/Networking,4.1,,,4866
Model Development Role - Consulting Firm (1-7 yrs),Gi Group,1-7 years,Gi Group,",Analytics,SAS,Statistics,CCAR,IFRS,Basel",,4.1,,,4867
Director - Curriculum Development - Social Studies Contents (10-18 yrs),GI Group,10-18 years,Gi Group,",Content Development,Content Writing,Content Management",,4.1,,,4868
Model Development Role - SAS - Banking (4-10 yrs),Gi Group,4-10 years,Gi Group,",SAS,Statistics,Probability of Default,Loss Given Default,Exposure At Default,Risk Modeling",,4.1,,,4869
Control-M Developer,GAVS Technologies Pvt Ltd,5-9 years,Chennai,,Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",4870
React JS/Vue.JS Developer ,Make My Trip,2-7 years,"New Delhi, Bengaluru/Bangalore, Gurgaon/Gurugram",",React.Js,React Redux,Webpack,Vue.Js,JavaScript",Software/Testing/Networking,3.9,,"Full Time, Permanent",4871
DEVELOPER - R & D,NJ India Invest Private Limited,2-4 years,Surat,",development,audit,server monitoring,performance improvement,open source software,training",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4872
Development -> MOBILE APPLICATION,NJ India Invest Private Limited,0-2 years,Surat,",Development -> MOBILE APPLICATION",,3.9,,,4873
Angular Developer,Conduent,2-5 years,Noida,",Angularjs,Javascript Applications,Html,Css,Angular Developer,Internet Applications",,3.6,,,4874
React JS Developer,Conduent,2-6 years,Noida,",React Js Developer,Javascript,Dom,Redux,Json Web Token,Flux",,3.6,,,4875
PHP - Laravel Developer,Sterling Softwares,1-3 years,Vadodara,",Core Php,Javascript,Laravel,Html,Mysql,Ajax",Software/Testing/Networking,4.4,1 vacancy,"Full Time, Permanent",4876
Salesforce CPQ Developer,Amagi Media Labs,8-13 years,Bengaluru/Bangalore,",Salesforce,react JS,angular JS",,4.4,,,4877
Indegene - AngularJS Developer - Javascript (6-9 yrs),Indegene,6-9 years,,",AngularJS,Javascript,HTML5,CSS3,Application Integration",,4.4,,,4878
Indegene - React.js Developer - Javascript (4-8 yrs),Indegene,4-8 years,,",React.js,Javascript,HTML5,CSS3,Bootstrap,TypeScript",,3.9,,,4879
Indegene - Sitecore Developer - ASP/MVC (4-9 yrs),Indegene,4-9 years,Indegene,",Sitecore,.Net,CMS,ASP,MVC,REST API",,3.9,,,4880
TravelTriangle - Ruby on Rails Developer - MySQL/Javascript (1-6 yrs),TravelTriangle,1-6 years,TravelTriangle,",Ruby on Rails,Node.js,React.js,MySQL,Javascript,ELK Stack,Redshift,MVC,Django,Data Structure,Algorithm",Software/Testing/Networking,4.1,,,4881
Amagi Media Labs - C++ Developer - Embedded System (2-4 yrs),Amagi Media Labs Pvt Ltd,2-4 years,Amagi Media Labs,",C,Embedded System,Video Streaming,C++,Python,Linux",Software/Testing/Networking,4.4,,,4882
TechVedika - Senior Ruby on Rails Developer - Rspec/Sidekiq (2-8 yrs),Tech Vedika,2-8 years,Amagi Media Labs,",Ruby on Rails,RESTful API,LESS/SASS,PostgreSQL,Rspec,Sidekiq",,4.4,,,4883
React.js Developer ,TravelTriangle,2-4 years,Gurgaon/Gurugram,",React.Js,JavaScript,jQuery,Angular.Js,Backbone.Js",Software/Testing/Networking,4.1,,"Full Time, Permanent",4884
Ruby On Rails Developer,TravelTriangle,2-4 years,Gurgaon/Gurugram,",Data Structures,Algorithms,Elasticsearch,Ruby on Rails (ROR),MySQL",Software/Testing/Networking,4.1,,"Full Time, Permanent",4885
React.js Developerss,Depex Technologies,2-5 years,Noida,",Javascript,Agile,Continuous improvement,Web technologies",,4.1,,,4886
Engineer - Mobile App Development - Android,Qube Cinema,2-7 years,Chennai,",Android SDK,SOAP,REST,JSON,XML,OO Design",,4.9,,,4887
Demandware Developers,GAVS Technologies Pvt Ltd,2-5 years,Chennai,",Javascript,HTML,demandware,Commerce,Cloud,CSS",Software/Testing/Networking,4,1 vacancy,"Full Time, Permanent",4888
Paytm Payments Bank - React.js Developer - Node.js/ECMAScript (3-7 yrs),Paytm Payments Bank,3-7 years,Paytm Payments Bank,",React.js,Webpack,Node.js,ECMAScript,RESTful API,Flux",Other,3.9,,,4889
AYN Infotech - Senior Angular Developer - HTML5/CSS3/Javascript (5-7 yrs),AYN Infotech Ltd,5-7 years,AYN InfoTech,",AngularJS,Javascript,TypeScript,HTML5,CSS3",Software/Testing/Networking,4.2,,,4890
Angular Developer - HTML5/CSS3 (5-8 yrs),AYN Infotech Limited,5-8 years,AYN InfoTech,",CSS3,HTML5,TypeScript,Javascript,Angular 6",Software/Testing/Networking,4.2,,,4891
AYN Infotech - Team Lead - Python Development - Machine Learning Algorithms (4-8 yrs),AYN Infotech Limited,4-8 years,AYN InfoTech,",Python,Django,Flask,MongoDB,PostgreSQL,Machine Learning",,4.2,,,4892
AYN Infotech - Angular Developer - Javascript/HTML (3-12 yrs),AYN Infotech,3-12 years,AYN InfoTech,",AngularJS,Angular 5,Javascript,HTML,CSS",,4.2,,,4893
AYN Infotech - Senior React.js Developer - Node.js/Webservices (5-7 yrs),AYN Infotech,5-7 years,AYN InfoTech,",Node.js,AWS,REST API,SOAP API,Scrum,React.js",Software/Testing/Networking,4.2,,,4894
AYN Infotech - Blockchain Developer - Hyperledger/Microservices Architecture (3-10 yrs),AYN Infotech Limited,3-10 years,AYN InfoTech,",Blockchain,Blockchain Architect,Hyperledger,Node.js,React.js,Network Protocols",,4.2,,,4895
Medi Assist Healthcare Services - RPA Developer - Automation Anywhere (2-4 yrs),Medi Assist Healthcare Srvices,2-4 years,Medi Assist India,,,3.8,,,4896
.Net Core Developer - ASP/MVC (2-4 yrs),Genius placement,2-4 years,Medi Assist India,",.Net Core,.Net,MySQL,Entity Framework,C#,ASP",,3.8,,,4897
Angular Developer - TypeScript/Node.js (2-4 yrs),Genius placement,2-4 years,Genius Consultants,",Angular 2,Angular 4,Angular 6,Angular 7,Angular 8,Angular 9",,3.9,,,4898
Angular Developer - Redux/Javascript (2-4 yrs),Genius Placement,2-4 years,Genius Consultants,",AngularJS,Angular 2+,Javascript,TypeScript,HTML5,CSS3",Software/Testing/Networking,3.9,,,4899
.Net Core Developer - ASP/MVC (2-4 yrs),Genius Placement,2-4 years,Genius Consultants,",.Net Core,Project Management,SQL,MVC,Entity Framework,API Integration",,3.9,,,4900
.Net Core Developer - ASP/MVC (2-4 yrs),Genius Placement,2-4 years,Genius Consultants,",.Net Core,Project Management,SQL,MVC,Entity Framework,API Integration,C#,WebAPI,ASP,SQL Server",Software/Testing/Networking,3.9,,,4901
Flutter Developer - iOS/Android Apps,Appscrip,0-1 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",,,4.2,,,4902
Flutter Developer - Mobile App Designing,Appscrip,0-2 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",",MVVM,MVC,CI/CD,PDLC,Flutter,Mobile App Designing",,4.2,,,4903
"Hiring For Blockchain developer - Mahape, Navi Mumbai",AXAT Technologies Pvt. Ltd.  ,0-2 years,Navi Mumbai,",Blockchain,Cryptocurrency,Cyber Security,Solidity,smart contracts,python",,4.2,,,4904
Unreal Engine Developer,Queppelin Technology Solutions Pvt. Ltd.  ,2-4 years,Gurgaon/Gurugram,",Augmented Reality,AR,Virtual Reality,Vr,virtual,Gaming",Other,3.9,,"Full Time, Permanent",4905
Angular Developer - TypeScript / JavaScript,Ezeiatech Systems Private Limited,2-5 years,Gurgaon/Gurugram,,,4.4,,,4906
Senior Shopify Developer,Tryzens India Pvt Ltd ,3-5 years,Thiruvananthapuram,",Javascript,JQuery,PHP,Laravel,Vue.Js,React.Js",,4.4,,,4907
CRMNext - Talent Development & Learning Role - IT (3-10 yrs),CRMNEXT,3-10 years,CRMnext,,,4,,,4908
Flutter Developer - Mobile Application Designing,Appscrip,0-1 years,Chandigarh,",MVC,MVVM,Git,Mobile SDLC,Mobile App Performance Optimization,Mobile App Support",Software/Testing/Networking,4.2,,"Full Time, Permanent",4909
Flutter Developer - Mobile App Designing,Appscrip,0-1 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",",MVC,MVVM,CI/CD,Git,Flutter,Mobile App Designing",,4.2,,,4910
Flutter Developer - Mobile Application Designing,Appscrip,0-1 years,Chandigarh,",MVC,MVVM,Git,Mobile SDLC,Mobile App Performance Optimization,Mobile App Support,Flutter,Mobile Application Designing,BloC",Software/Testing/Networking,4.2,,"Full Time, Permanent",4911
Flutter Developer - Mobile App Designing,Appscrip,0-1 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",",MVC,MVVM,CI/CD,Git,Flutter,Mobile App Designing",Software/Testing/Networking,4.2,,"Full Time, Permanent",4912
Node.js Developer - WebSockets/Microservices Architecture,Appscrip,0-2 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",",MQTT Protocols,AJAX,HTML,CSS,RWD Design,Redis",,4.2,,,4913
iConnect Info Solutions - React.js Developer - Redux/Flux (2-4 yrs),iConnect Info Solutions Pvt. Ltd,2-4 years,iConnect Info Solutions,",React.js,React Native,Flux,Redux,HTML,CSS",Software/Testing/Networking,4.8,,,4914
ASP.Net / PHP / NodeJS Developer,SQUAD TECHNOLOGIES PVT. LTD.,0-5 years,Ahmedabad,",ASP.Net,C#,SQL Server,MVC,HTML,VB.NET",,4.8,,,4915
Vervali - React.js Developer - Redux/Javascript (2-6 yrs),Vervali Systems,2-6 years,Squad Technologies,",React.js,Javascript,Redux,RESTful API,Git,HTML",,3.3,,,4916
Sarvika Technologies - Golang Developer - SDLC (1-5 yrs),Sarvika Technologies,1-5 years,Vervali Systems,,,5,,,4917
Sarvika Technologies - React.js Developer - Redux/Javascript (1-5 yrs),Sarvika Technologies,1-5 years,Vervali Systems,,,5,,,4918
Vervali - React.js Developer - Redux/Javascript (2-6 yrs),Vervali Systems,2-6 years,Newt Global Chennai,,Software/Testing/Networking,2.8,,,4919
Flutter Developer - Mobile App Designing,Appscrip,0-1 years,"Chandigarh, Gurgaon/Gurugram",",MVC,MVVM,CI/CD,Flutter,Mobile App Designing,BloC",,4.2,,,4920
Flutter Developer - Android/iOS Apps,Appscrip,1-2 years,"Chandigarh, Punjab",",Push Notification,Adobe XD,Native Apps,Cloud Functions,Cloud Firestore,Android,iOS Apps,Flutter",Software/Testing/Networking,4.2,,"Full Time, Permanent",4921
AngularJS Developer - Frontend Technologies - HTML/CSS/Javascript,Appscrip,1-2 years,"Delhi NCR, Greater Noida, Gurgaon/Gurugram
							
								+ 2 more",",AngularJS,RESTful API,Frontend Technologies,HTML,CSS,JavaScript",,4.2,,,4922
Node.js Developer - Javascript/Express.js (3-6 yrs),NetConnect Private Limited,3-6 years,NetConnectGlobal,,,3.4,,,4923
React Developer,Eitacies Solutions(India) Pvt Ltd,5-10 years,Hyderabad/Secunderabad,,,3.4,,,4924
Angular Developer,Tapsoft,1-6 years,Pune,,,3.4,,,4925
React Native Developer,Tapsoft,2-7 years,Pune,,,3.7,,,4926
NodeJS Developer,Tapsoft,1-6 years,Pune,,,3.7,,,4927
NodeJS Developer,Tapsoft,1-6 years,Pune,,Software/Testing/Networking,2.5,,"Full Time, Permanent",4928
Cheif Quantexa Developers-Scala,Diverse Lynx,5-11 years,Bengaluru/Bangalore,",Python,GCP,Version control,Performance tuning,Workflow,Schema",,2.5,,,4929
React js Developer,Diverse Lynx,2-6 years,Bengaluru/Bangalore,",HTML,Javascript,bootstrap,CSS",,2.5,,,4930
NodeJS Developer,Navriti Technologies PVT LTD,2-5 years,"Bengaluru/Bangalore, Noida",",NodeJS,Angular,Full Stack Developer,JSON,Unit testing,ES6,NPM,continuous integration",Other,3.6,,"Full Time, Permanent",4931
Tonkean RPA developer,EVERSANA INDIA PRIVATE LIMITED  ,3-6 years,Pune,",Tonkean,RPA developer",Other,4.3,,"Full Time, Permanent",4932
React Native Developer - Android/iOS Platform (1-3 yrs),TRADEINDIA,1-3 years,Eversana,",Mobile App Designing,React Native,Ionic,iOS,Android,REST API",,4.3,,,4933
Vue.js Developer - HTML5/CSS3/Javascript (4-9 yrs),Highrise Solutions LLP,4-9 years,Tradeindia.com,",Vue.js,Javascript,Applications Implementation,HTML5,CSS3,Cloud Computing",,3.5,,,4934
We are hiring Angular Developer,Toppersedge.com India Pvt Ltd  ,6-8 years,Bengaluru/Bangalore,",Angular 7 and above,javascript,typescript,HTML5 & CSS",,4.7,,,4935
Leuwint Technologies - Golang Developer - Microservices Architecture & Implementation (2-7 yrs),Leuwint Technologies,2-7 years,Leuwint Technologies,",Agile,Golang,Microservices Architecture,Jenkins,API,Microservices Implementation",Software/Testing/Networking,5,,,4936
Looking For Tablue Developer- Hyderabad,IVY SOFTWARE DEVELOPMENT SERVICES PVT LTD ,4-9 years,Hyderabad/Secunderabad,",SQL Queries,Tableau,Power Bi,Dashboards",Software/Testing/Networking,4.5,,"Full Time, Permanent",4937
MARS Telecom Systems - AWS Lambda Developer - Node.js/DynamoDB (6-15 yrs),MARS Telecom Systems Pvt. Ltd.,6-15 years,,",DynamoDB,GraphQL,Kafka,AWS Lambda,AWS,NoSQL",,4.5,,,4938
"Developer- Perl,PHP,Shell",Kyndryl  ,6-11 years,Bengaluru/Bangalore,",Java,C++,SQL,PHP,Perl,Client Interaction",Other,3.5,,"Full Time, Permanent",4939
Leuwint Technologies - Enovia Developer - Java/jQuery (2-8 yrs),Leuwint Technologies,2-8 years,Leuwint Technologies,",Enovia,Enovia V6,Java,J2EE,JSP,Servlets",Software/Testing/Networking,5,,,4940
Leuwint Technologies - Enovia Developer - Java/jQuery (2-8 yrs),Leuwint Technologies,2-8 years,Leuwint Technologies,",Enovia,Enovia V6,Java,J2EE,JSP,Servlets,Javascript,jQuery",Software/Testing/Networking,5,,,4941
Adita Technologies - Salesforce Lightning Developer (3-8 yrs),Adita Technologies,3-8 years,Leuwint Technologies,",Salesforce,Lightning Component Framework,Salesforce LWC,Lightning Design System,Salesforce Service Cloud,Webservices",,5,,,4942
Techindustan - React.js Developer - Redux/Javascript (1-5 yrs),Techindustan Solutions Pvt Ltd,1-5 years,tecHindustan Solutions,,,5,,,4943
Techindustan - PHP Laravel Developer - SQL/CMS/Wordpress (1-4 yrs),Techindustan Solutions Pvt Ltd,1-4 years,tecHindustan Solutions,",PHP,Laravel,SQL,Wordpress,CMS,Database Schema",,5,,,4944
TecHindustan - React Native Developer - iOS & Android Platform (2-5 yrs),Techindustan Solutions Pvt Ltd,2-5 years,tecHindustan Solutions,",React Native,Javascript,iOS,Android,React.js,ECMAScript",,5,,,4945
C++ Developer - QT/Rest API (3-4 yrs),Insemi Technology,3-4 years,InSemi Technology Services,",QT,REST API,C++,Data Structure,Algorithm,STL",,3.8,,,4946
C++ Developer - QT/Rest API (3-4 yrs),Insemi Technology,3-4 years,Brillio,",QT,REST API,C++,Data Structure,Algorithm,STL",Software/Testing/Networking,3.5,,,4947
Java Microservices Developer,Leuwint Technologies Pvt Ltd  ,3-8 years,Bengaluru/Bangalore,",Netflix Oss,Spring Boot,Mockito,Core Java,Microservices,Gradle",Other,5,,"Full Time, Permanent",4948
Java Cloud Developer,Blancco Diagnostics India Pvt Ltd.  ,1-6 years,Pune,",HTML,Javascript,CSS,Spring Boot,Java,Typescript",Other,4.4,,"Full Time, Permanent",4949
Python Cloud Developer,Blancco Diagnostics India Pvt Ltd.  ,1-5 years,Pune,",Python,Cloud Computing,REST,SOAP",,4.4,,,4950
Salesforce FinancialForce Developer (5-10 yrs),Hucon,5-10 years,,",Salesforce,FinancialForce,Apex,Visual Force,SOQL/SOSL",Software/Testing/Networking,4.3,,,4951
Salesforce Lightning Developer - Apex/Visual Force (4-6 yrs),Hucon,4-6 years,HUCON Solutions,",Salesforce,Lightning Component Framework,Apex,Visual Force,Salesforce LWC",,4.3,,,4952
Angular Developer,ConvergeSol,2-5 years,Ahmedabad,",HTML,MVC,Front end,Financial services,Software services,Object oriented programming",,4.3,,,4953
Awign - React.js Developer (5-10 yrs),Awign Expert,5-10 years,,",React.js",Software/Testing/Networking,3.2,,,4954
Web Stack Infrastructure Development,KLA Tencor Software India Pvt.Ltd,4-7 years,Chennai,",Python,Application development,Packaging,Chip design,Machine learning,Process control",Software/Testing/Networking,4.4,1 vacancy,"Full Time, Permanent",4955
Altimetrik - Java MS Developer - Microservices Architecture (3-10 yrs),Altimetrik,3-10 years,Altimetrik,",Java,Java 8,Microservices Architecture,SQL,AWS,Azure",Software/Testing/Networking,3.9,,,4956
Open Source Visualization Developer - React.js Redux (5-8 yrs),Quest India,5-8 years,Quest Global,",React.js,Redux,D3.js,HTML,CSS,ES6",Software/Testing/Networking,3.4,,,4957
Python / Django Developer,Ceragon,4-9 years,New Delhi,",Python,Django,Sql,Mysql,Postgresql,Agile",,3.4,,,4958
Fractal.ai - Senior Python/Django Developer - OLAP/OLTP (7-13 yrs),Fractal Analytics,7-13 years,Ceragon Networks,",Python,Django,Flask,RDBMS,OLAP,OLTP",,4,,,4959
Dell Boomi Developer,OSI Technologies,3-7 years,Hyderabad/Secunderabad,",Salesforce,Javascript,Soap,Json,Xml,Rest",,3.9,,,4960
K2 Workflow Developer ,Durr India,3-8 years,Noida,",SQL,Javascript,jQuery,Application development,Workflow,Agile,Scrum,IT services,Google Analytics,German",Software/Testing/Networking,4.1,1 vacancy,"Full Time, Permanent",4961
Full Stack (Python Django React JS) Developer,Fractal Analytics Ltd,2-10 years,Bengaluru/Bangalore,",Javascript,Css,Python,React Js,Aws,Django",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4962
Amar Ujala Web Services - Flutter Developer - iOS/Android Apps (2-6 yrs),Amar Ujala web services,2-6 years,Fractal Analytics,",Flutter,Android,React Native,Hybrid Apps,Dart,iOS",,3.9,,,4963
Amar Ujala Web Services - PHP Laravel Developer (3-6 yrs),Amar Ujala web services,3-6 years,Amar Ujala,",PHP,Laravel,Node.js,MongoDB,AngularJS,Angular 2",,3.9,,,4964
Java SpringBoot Microservices Developers JR/335,PrimeSoft Solutions Inc.,3-8 years,Bengaluru/Bangalore,,,4.7,,,4965
Amar Ujala Web Services - Node.js Developer - AngularJS/React.js (0-3 yrs),"Amar Ujala Web Services, Noida",0-3 years,Amar Ujala,",HTML,CSS,Javascript,Node.js,AngularJS,React.js",Software/Testing/Networking,3.9,,,4966
Engineer - Cloud Development,Fractal Analytics Ltd,2-5 years,"Mumbai, Bengaluru/Bangalore, Gurgaon/Gurugram",",Python,Spark,Aws Cloud",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4967
Comviva Technologies - API Developer - ELK Stack (6-9 yrs),Comviva Technologies,6-9 years,Fractal Analytics,",API,GraphQL,ELK Stack,NoSQL,Redis,Kafka",,3.9,,,4968
Corporate Development,Fractal Analytics Ltd,2-5 years,Mumbai,",Consulting,Analytics,Financial analysis,Financial modelling,Risk management,Healthcare",Planning & Consulting,3.9,1 vacancy,"Full Time, Permanent",4969
Web Service Developer,ETP International Pvt. Limited,2-4 years,Mumbai,",MySQL,Hibernate,Core Java,RDBMS,Debugging,JPA",,3.9,,,4970
Developer,IG Infotech (India) Pvt. Ltd.,2-5 years,Bengaluru/Bangalore,",Project management,Data structures,Agile,Unit testing,Front office,TDD,electronic trading,Programming,Multithreading,Agile development",Software/Testing/Networking,4.3,1 vacancy,"Full Time, Permanent",4971
Backend ( Python / Django ) Developer,Fractal Analytics Ltd,2-7 years,Bengaluru/Bangalore,",Javascript,HTML,MySQL,jQuery,SOA,Automation",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4972
Frontend ( Reactjs ) Developer,Fractal Analytics Ltd,2-6 years,Bengaluru/Bangalore,",Javascript,HTML,RDBMS,OLAP,Backend,MongoDB",,3.9,,,4973
Lenovo - Android Framework Developer - Java (1-4 yrs),Motorola,1-4 years,Fractal Analytics,",Android,Java,C,C++,Python,Mobile App Architecture",,3.9,,,4974
Java SpringBoot Microservices Developers ,PrimeSoft IP Solutions Pvt Ltd,3-8 years,"Bengaluru/Bangalore, Hyderabad/Secunderabad",",Developer,Hibernate,Application development,Data modeling,RDBMS,Agile",Software/Testing/Networking,4.7,1 vacancy,"Full Time, Permanent",4975
API Developer - Java/Microservices Architecture (3-7 yrs),Altimetrik India Pvt. Ltd,3-7 years,Altimetrik,",API,Code Versioning Tools,Java,Microservices Architecture,Spring Boot,RDBMS",Software/Testing/Networking,3.9,,,4976
Dashboard Developer,Fractal Analytics Ltd,2-5 years,Bengaluru/Bangalore,",SQL,Python,Auditing,JIRA,Data quality,power bi",Software/Testing/Networking,3.9,1 vacancy,"Full Time, Permanent",4977
Proptiger - Ruby on Rails Developer (2-6 yrs),Housing.com,2-6 years,Fractal Analytics,",Ruby on Rails,API,Elixir,OOPS,Ruby Programming,RDBMS",,3.9,,,4978
